duration_days,radiation,shielding,exercise,dna_damage,mitochondrial_stress,immune_dysfunction,inflammation,senescence
620,high,low,medium,100.0,100.0,65.6,62.2,81.0
75,low,low,medium,14.0,20.1,14.4,14.5,10.7
218,high,low,high,61.2,41.5,21.7,23.1,42.4
246,medium,medium,high,39.5,34.1,17.7,17.3,31.1
460,medium,high,low,55.2,82.2,58.1,55.1,46.7
543,low,high,low,50.2,80.6,58.1,52.6,45.6
205,low,low,high,29.6,19.1,8.8,7.3,23.2
687,high,medium,low,100.0,100.0,80.5,76.2,82.5
119,high,low,high,49.3,30.9,14.6,17.1,32.9
337,medium,low,medium,60.4,58.9,39.3,37.7,44.9
487,high,low,medium,93.4,85.6,56.1,54.2,68.3
394,medium,low,medium,67.3,65.1,43.4,41.1,50.3
427,high,high,high,66.2,64.1,36.7,35.6,52.5
266,high,low,low,66.9,71.7,50.2,51.0,47.0
220,medium,high,low,26.4,56.3,40.8,40.7,23.6
353,low,low,high,47.4,35.1,19.4,16.2,37.4
436,high,low,high,87.3,65.1,37.4,36.2,63.4
213,low,high,low,10.6,45.0,34.3,32.8,13.9
60,high,high,high,22.2,24.5,10.3,13.6,17.3
261,medium,high,low,31.3,60.7,43.8,43.2,27.6
399,high,low,medium,82.9,76.1,49.7,48.9,59.8
574,medium,high,high,68.9,69.5,41.3,36.9,57.6
434,low,high,high,37.1,43.9,25.2,21.0,35.2
234,low,medium,medium,23.1,37.3,25.8,24.0,21.0
243,medium,high,low,29.2,58.7,42.5,42.1,25.8
200,low,medium,low,19.0,43.6,33.4,32.0,17.7
120,high,high,low,29.4,56.0,39.6,42.2,23.0
364,high,high,low,58.7,82.3,57.2,56.8,46.4
340,medium,low,low,60.8,69.2,49.5,47.9,45.1
565,low,medium,medium,62.8,73.0,49.7,43.9,52.7
429,low,medium,high,46.5,43.3,24.9,20.7,39.7
382,low,medium,high,40.8,38.3,21.5,17.9,35.2
139,high,medium,low,41.7,58.0,41.0,43.3,29.8
203,low,medium,high,19.4,18.9,8.6,7.2,18.0
103,medium,high,high,12.4,18.6,7.4,8.7,12.4
120,low,medium,medium,9.4,25.0,17.6,17.2,10.0
572,medium,high,medium,68.6,84.3,56.2,51.8,57.4
677,low,medium,medium,76.2,85.1,57.7,50.6,63.5
486,high,high,medium,73.3,85.5,56.0,54.2,58.2
311,high,high,low,52.3,76.6,53.4,53.7,41.4
335,low,medium,low,35.2,58.2,43.1,40.1,30.7
300,low,low,high,41.0,29.4,15.6,13.0,32.3
156,medium,medium,medium,28.7,39.3,26.2,26.9,22.5
234,medium,high,medium,28.1,47.8,31.8,31.5,25.0
265,high,low,low,66.8,71.6,50.1,50.9,46.9
627,high,high,high,90.2,85.7,51.1,47.6,71.7
322,low,medium,medium,33.6,46.8,32.2,29.3,29.4
338,low,high,low,25.6,58.5,43.3,40.3,25.9
235,medium,medium,medium,38.2,47.9,31.9,31.6,30.1
147,high,low,high,52.6,33.9,16.6,18.8,35.6
488,high,low,medium,93.6,85.7,56.1,54.3,68.3
264,high,high,high,46.7,46.5,25.0,25.8,36.8
405,high,high,low,63.6,86.7,60.2,59.3,50.4
507,high,medium,medium,85.8,87.8,57.5,55.4,65.2
212,high,medium,medium,50.4,55.9,36.3,37.7,36.9
90,low,high,low,0.0,31.7,25.5,25.4,2.1
266,high,low,high,66.9,46.7,25.2,26.0,47.0
47,low,low,medium,10.6,17.1,12.4,12.8,8.0
493,medium,medium,medium,69.2,75.7,50.5,47.1,54.8
589,medium,medium,medium,80.7,86.1,57.4,52.8,64.0
160,medium,high,low,19.2,49.8,36.5,37.1,17.9
553,medium,low,medium,86.4,82.2,54.8,50.7,65.6
604,high,high,medium,87.5,98.2,64.5,61.2,69.5
397,low,medium,low,42.6,64.9,47.6,43.8,36.6
414,low,medium,low,44.7,66.7,48.8,44.8,38.2
306,low,high,high,21.7,30.0,16.0,13.4,22.9
657,medium,high,medium,78.8,93.5,62.3,56.9,65.6
642,medium,low,low,97.0,100.0,71.2,66.0,74.1
196,low,low,high,28.5,18.2,8.1,6.8,22.3
188,medium,high,medium,22.6,42.8,28.5,28.8,20.5
559,low,high,low,52.1,82.4,59.2,53.5,47.2
593,high,medium,low,96.2,100.0,73.7,70.6,73.4
242,high,low,high,64.0,44.1,23.4,24.5,44.7
188,medium,low,low,42.6,52.8,38.5,38.8,30.5
609,low,low,low,78.1,87.8,62.8,56.5,62.0
299,medium,medium,low,45.9,64.8,46.5,45.4,36.2
298,high,high,medium,50.8,65.2,42.5,42.9,40.1
210,medium,low,medium,45.2,45.2,30.1,30.1,32.7
53,low,low,high,11.4,2.7,0.0,0.0,8.6
118,low,low,low,19.2,34.7,27.5,27.1,14.8
554,low,medium,high,61.5,56.8,33.9,28.2,51.7
48,medium,medium,low,15.8,37.7,28.5,30.4,12.1
363,low,low,high,48.6,36.2,20.1,16.8,38.3
346,high,low,medium,76.5,70.4,45.9,45.8,54.7
526,low,low,high,68.1,53.8,31.9,26.6,54.0
450,low,low,low,59.0,70.6,51.4,47.0,46.7
382,medium,medium,high,55.8,48.8,27.5,25.4,44.2
190,high,high,medium,37.8,53.5,34.7,36.4,29.7
547,high,high,high,80.6,77.1,45.4,42.8,64.0
385,high,high,high,61.2,59.6,33.7,33.1,48.5
698,high,low,medium,100.0,100.0,71.3,66.9,88.5
134,medium,low,medium,36.1,37.0,24.6,25.5,25.4
179,high,low,medium,56.5,52.3,33.9,35.7,38.7
598,low,low,low,76.8,86.6,62.1,55.9,60.9
377,low,medium,low,40.2,62.7,46.1,42.6,34.7
178,medium,low,high,41.4,26.7,12.8,13.2,29.6
127,high,low,low,50.2,56.7,40.1,42.6,33.7
240,medium,low,low,48.8,58.4,42.3,41.9,35.5
213,medium,low,low,45.6,55.5,40.3,40.3,32.9
601,high,low,high,100.0,82.9,49.3,46.1,79.2
269,high,low,medium,67.3,62.1,40.4,41.1,47.3
390,high,high,medium,61.8,75.1,49.1,48.4,48.9
516,medium,high,high,61.9,63.2,37.2,33.5,52.0
683,high,low,low,100.0,100.0,80.2,76.0,87.1
298,medium,high,high,35.8,39.7,21.5,20.4,31.1
708,low,high,medium,70.0,88.5,60.0,52.5,61.5
532,low,high,low,48.8,79.5,57.3,51.9,44.6
650,low,high,low,63.0,92.2,65.8,59.0,55.9
693,low,medium,low,78.2,96.8,68.9,61.6,65.0
352,medium,high,medium,42.2,60.5,40.3,38.6,36.3
334,medium,medium,medium,50.1,58.6,39.0,37.5,39.6
71,high,high,low,23.5,50.7,36.1,39.3,18.3
389,medium,high,high,46.7,49.5,28.0,25.8,39.8
154,low,high,low,3.5,38.6,30.1,29.2,8.3
652,medium,medium,high,88.2,77.9,46.9,41.6,70.1
601,medium,medium,medium,82.1,87.4,58.3,53.6,65.2
32,high,high,high,18.8,21.5,8.3,11.9,14.6
556,high,high,medium,81.7,93.0,61.0,58.4,64.9
54,low,low,medium,11.5,17.8,12.9,13.2,8.7
482,high,medium,high,82.8,70.1,40.7,38.9,62.8
652,high,high,medium,93.2,100.0,67.9,64.1,74.1
642,high,medium,high,100.0,87.3,52.2,48.5,78.1
526,medium,medium,high,73.1,64.3,37.9,34.1,58.0
278,medium,high,high,33.4,37.5,20.0,19.2,29.2
202,low,high,low,9.2,43.8,33.5,32.1,12.9
508,medium,low,high,81.0,62.4,36.6,33.0,61.3
54,high,medium,high,31.5,23.8,9.9,13.2,21.7
674,low,low,medium,85.9,84.8,57.5,50.4,68.2
216,high,high,high,40.9,41.3,21.6,23.0,32.2
261,low,high,high,16.3,25.2,12.8,10.7,18.6
250,medium,high,high,30.0,34.5,18.0,17.5,26.5
172,medium,medium,low,30.6,51.1,37.4,37.8,24.0
237,low,medium,medium,23.4,37.6,26.1,24.2,21.3
323,high,high,medium,53.8,67.9,44.3,44.4,42.5
384,high,low,high,81.1,59.5,33.6,33.0,58.4
547,medium,low,low,85.6,91.6,64.4,60.3,65.0
515,low,high,high,46.8,52.6,31.1,25.9,42.9
629,medium,medium,low,85.5,100.0,70.3,65.2,67.9
227,high,low,medium,62.2,57.5,37.3,38.6,43.3
662,low,medium,low,74.4,93.5,66.7,59.7,62.1
376,low,high,low,30.1,62.6,46.1,42.6,29.6
704,high,medium,medium,100.0,100.0,71.7,67.2,84.1
630,high,low,medium,100.0,100.0,66.4,62.8,82.0
577,low,high,high,54.2,59.3,35.5,29.6,48.9
72,high,low,high,43.6,25.8,11.2,14.3,28.4
271,low,low,high,37.5,26.3,13.5,11.3,29.5
696,low,high,high,68.5,72.2,44.1,36.8,60.3
584,medium,high,medium,70.1,85.6,57.0,52.5,58.6
350,high,medium,low,67.0,80.8,56.2,56.0,50.1
572,high,low,low,100.0,100.0,72.2,69.3,76.4
690,medium,medium,medium,92.8,97.0,64.7,58.9,73.7
436,medium,low,medium,72.3,69.6,46.4,43.7,54.4
592,low,medium,medium,66.0,75.9,51.6,45.5,55.3
266,high,high,medium,46.9,61.7,40.2,41.0,37.0
637,low,high,medium,61.4,80.8,54.9,48.2,54.7
287,medium,low,high,54.4,38.5,20.7,19.7,40.1
682,medium,high,medium,81.8,96.2,64.1,58.4,68.0
71,low,high,low,0.0,29.7,24.1,24.3,0.3
59,low,high,low,0.0,28.4,23.2,23.5,0.0
199,high,high,high,38.9,39.5,20.3,21.9,30.6
538,low,low,medium,69.6,70.1,47.7,42.3,55.1
601,medium,medium,high,82.1,72.4,43.3,38.6,65.2
696,low,low,high,88.5,72.2,44.1,36.8,70.3
604,high,medium,high,97.5,83.2,49.5,46.2,74.5
445,medium,high,low,53.4,80.6,57.0,54.2,45.2
730,medium,medium,medium,97.6,100.0,67.6,61.3,77.6
385,low,high,low,31.2,63.6,46.7,43.1,30.5
90,medium,medium,medium,20.8,32.2,21.5,22.9,16.1
315,high,low,low,72.8,77.0,53.7,53.9,51.7
363,low,high,high,28.6,36.2,20.1,16.8,28.3
406,medium,medium,low,58.7,76.3,54.2,51.9,46.5
227,low,low,medium,32.2,36.5,25.3,23.6,25.3
79,medium,low,low,29.5,41.0,30.7,32.2,20.1
250,low,high,medium,15.0,39.0,27.0,25.0,17.5
661,low,medium,medium,74.3,83.4,56.6,49.7,62.0
380,high,medium,high,70.6,59.0,33.4,32.8,53.0
651,low,low,medium,83.1,82.3,55.9,49.1,66.0
63,high,high,medium,22.6,39.8,25.5,28.8,17.5
426,low,medium,medium,46.1,58.0,39.7,35.6,39.4
159,medium,high,medium,19.1,39.7,26.4,27.0,17.8
161,high,medium,high,44.3,35.4,17.6,19.7,32.0
530,high,low,high,98.6,75.2,44.2,41.8,72.4
194,medium,high,high,23.3,28.5,14.0,14.1,21.1
658,low,high,high,64.0,68.1,41.4,34.5,56.7
366,high,medium,low,68.9,82.5,57.4,57.0,51.6
483,high,low,high,93.0,70.2,40.8,39.0,67.9
254,high,medium,low,55.5,70.4,49.3,50.2,40.9
353,high,low,medium,77.4,71.1,46.4,46.2,55.4
198,low,high,medium,8.8,33.4,23.3,21.9,12.5
533,medium,low,low,84.0,90.1,63.4,59.5,63.7
136,medium,medium,medium,26.3,37.2,24.8,25.7,20.6
55,medium,low,low,26.6,38.4,29.0,30.8,17.8
290,low,high,high,19.8,28.3,14.9,12.4,21.3
378,medium,medium,medium,55.4,63.3,42.2,40.2,43.8
269,low,medium,low,27.3,51.1,38.4,36.1,24.3
727,medium,high,low,87.2,100.0,77.3,71.1,72.3
56,medium,high,high,6.7,13.5,4.0,5.9,7.9
312,high,high,high,52.4,51.7,28.5,28.7,41.5
55,low,high,high,0.0,2.9,0.0,0.0,0.0
74,high,low,high,43.9,26.0,11.3,14.4,28.6
556,high,low,low,100.0,100.0,71.0,68.4,74.9
79,low,high,low,0.0,30.5,24.7,24.7,1.1
385,low,low,medium,51.2,53.6,36.7,33.1,40.5
535,high,medium,medium,89.2,90.8,59.5,57.1,67.9
668,medium,medium,low,90.2,100.0,73.1,67.6,71.6
128,medium,high,low,15.4,46.3,34.2,35.2,14.8
371,high,high,high,59.5,58.1,32.7,32.3,47.1
560,medium,medium,low,77.2,93.0,65.3,61.1,61.3
362,medium,low,low,63.4,71.6,51.1,49.2,47.3
369,low,medium,low,39.3,61.9,45.6,42.1,33.9
294,medium,high,low,35.3,64.3,46.2,45.1,30.7
533,low,medium,low,59.0,79.6,57.4,52.0,49.7
280,medium,low,medium,53.6,52.7,35.2,34.3,39.4
198,low,medium,high,18.8,18.4,8.3,6.9,17.5
137,low,high,high,1.4,11.8,3.9,3.2,6.7
130,medium,medium,high,25.6,21.5,9.4,10.3,20.0
664,medium,low,high,99.7,79.2,47.8,42.3,76.2
53,high,medium,medium,31.4,38.7,24.8,28.2,21.6
647,low,low,low,82.6,91.9,65.6,58.8,65.6
283,low,high,high,19.0,27.6,14.4,12.0,20.7
715,medium,high,high,85.8,84.7,51.5,45.4,71.1
438,medium,low,medium,72.6,69.8,46.5,43.8,54.5
471,high,medium,low,81.5,93.9,64.9,63.3,61.7
108,medium,high,low,13.0,44.2,32.8,34.0,12.9
509,low,medium,low,56.1,77.0,55.6,50.5,47.4
346,medium,medium,low,51.5,69.9,49.9,48.3,40.7
92,high,low,high,46.0,27.9,12.6,15.5,30.3
588,high,medium,medium,95.6,96.5,63.3,60.3,72.9
432,low,medium,medium,46.8,58.7,40.1,35.9,40.0
462,medium,low,low,75.4,82.4,58.3,55.2,56.9
146,medium,medium,high,27.5,23.3,10.5,11.3,21.5
96,low,high,high,0.0,7.4,0.9,0.8,2.7
340,high,high,high,55.8,54.7,30.5,30.4,44.1
99,low,high,low,0.0,32.7,26.1,25.9,3.0
707,medium,low,medium,100.0,98.9,65.9,59.9,80.4
215,medium,high,high,25.8,30.7,15.5,15.4,23.1
536,low,low,high,69.3,54.9,32.6,27.2,55.0
485,medium,high,high,58.2,59.9,34.9,31.6,49.1
407,medium,low,high,68.8,51.5,29.3,26.9,51.6
599,medium,medium,medium,81.9,87.2,58.1,53.4,65.0
541,medium,high,medium,64.9,80.9,54.0,50.0,54.4
313,high,medium,high,62.6,51.8,28.5,28.8,46.5
666,high,high,low,94.9,100.0,79.0,75.0,75.4
548,low,medium,high,60.8,56.2,33.5,27.9,51.1
715,medium,medium,medium,95.8,99.7,66.5,60.4,76.1
648,low,medium,low,72.8,92.0,65.7,58.9,60.7
231,low,medium,low,22.7,46.9,35.6,33.9,20.7
468,medium,high,low,56.2,83.0,58.7,55.6,47.4
309,medium,low,low,57.1,65.9,47.2,46.0,42.2
391,medium,medium,high,56.9,49.7,28.2,26.0,45.0
242,low,medium,high,24.0,23.1,11.4,9.5,21.7
261,medium,high,medium,31.3,50.7,33.8,33.2,27.6
327,high,high,high,54.2,53.3,29.5,29.6,42.9
466,high,low,high,90.9,68.3,39.6,38.0,66.2
663,low,medium,medium,74.6,83.6,56.7,49.8,62.1
668,medium,low,low,100.0,100.0,73.1,67.6,76.6
697,low,high,medium,68.6,87.3,59.2,51.8,60.4
279,medium,medium,high,43.5,37.6,20.1,19.2,34.3
56,high,low,low,41.7,49.0,35.0,38.4,26.9
336,medium,low,low,60.3,68.8,49.2,47.7,44.8
109,high,medium,medium,38.1,44.8,28.8,31.5,27.0
683,high,medium,medium,100.0,100.0,70.2,66.0,82.1
114,low,high,medium,0.0,24.3,17.2,16.8,4.4
245,medium,high,low,29.4,59.0,42.6,42.2,26.0
277,high,low,high,68.2,47.9,25.9,26.6,48.1
340,high,medium,high,65.8,54.7,30.5,30.4,49.1
264,medium,low,high,51.7,36.0,19.0,18.3,37.8
62,high,low,low,42.4,49.7,35.5,38.7,27.5
269,medium,low,low,52.3,61.6,44.4,43.6,38.3
592,high,low,medium,100.0,96.9,63.6,60.5,78.3
252,low,medium,low,25.2,49.2,37.1,35.1,22.7
318,low,low,high,43.2,31.3,16.9,14.1,34.0
34,low,medium,medium,0.0,15.7,11.4,12.0,1.8
626,medium,high,high,75.1,75.1,45.1,40.1,62.6
673,low,high,high,65.8,69.7,42.5,35.4,58.1
199,high,medium,high,48.9,39.5,20.3,21.9,35.6
594,medium,medium,medium,81.3,86.7,57.8,53.1,64.5
569,low,medium,high,63.3,58.5,35.0,29.1,53.1
456,high,medium,high,79.7,67.2,38.8,37.4,60.3
87,medium,high,low,10.4,41.9,31.3,32.7,10.9
181,low,medium,low,16.7,41.5,32.0,30.9,15.9
580,low,medium,high,64.6,59.6,35.8,29.8,54.2
235,medium,medium,high,38.2,32.9,16.9,16.6,30.1
297,medium,high,medium,35.6,54.6,36.4,35.3,31.0
421,high,high,medium,65.5,78.5,51.3,50.3,51.9
665,medium,medium,low,89.8,100.0,72.9,67.4,71.3
148,high,low,medium,52.8,49.0,31.7,33.9,35.7
590,low,medium,medium,65.8,75.7,51.5,45.4,55.1
368,medium,high,medium,44.2,62.2,41.5,39.6,37.8
593,low,low,high,76.2,61.0,36.7,30.6,60.4
648,medium,medium,medium,87.8,92.5,61.7,56.4,69.7
667,medium,medium,high,90.0,79.5,48.0,42.5,71.5
204,medium,medium,low,34.5,54.5,39.7,39.7,27.1
277,high,medium,medium,58.2,62.9,40.9,41.6,43.1
202,medium,low,high,44.2,29.3,14.5,14.6,31.9
273,low,low,low,37.8,51.5,38.7,36.4,29.7
709,medium,medium,high,95.1,84.1,51.0,45.0,75.6
484,high,medium,medium,83.1,85.3,55.8,54.0,63.0
91,low,low,medium,15.9,21.8,15.6,15.5,12.2
436,medium,medium,low,62.3,79.6,56.4,53.7,49.4
285,low,high,high,19.2,27.8,14.5,12.1,20.9
640,low,high,high,61.8,66.1,40.1,33.4,54.9
275,low,medium,low,28.0,51.7,38.8,36.5,24.9
229,high,low,low,62.5,67.7,47.5,48.7,43.5
220,high,medium,medium,51.4,56.8,36.8,38.2,37.6
226,low,high,high,12.1,21.4,10.3,8.6,15.2
77,medium,low,high,29.2,15.8,5.5,7.1,19.9
262,medium,medium,medium,41.4,50.8,33.9,33.2,32.7
219,low,medium,low,21.3,45.7,34.8,33.1,19.5
621,low,high,medium,59.5,79.1,53.7,47.3,53.1
278,high,medium,medium,58.4,63.0,41.0,41.7,43.2
421,low,medium,high,45.5,42.5,24.3,20.3,38.9
652,high,medium,low,100.0,100.0,77.9,74.1,79.1
64,high,medium,medium,32.7,39.9,25.6,28.8,22.6
259,medium,high,low,31.1,60.5,43.6,43.0,27.4
467,medium,high,medium,56.0,72.9,48.6,45.5,47.3
525,low,medium,medium,58.0,68.7,46.8,41.5,48.9
569,high,low,medium,100.0,94.5,62.0,59.1,76.1
534,medium,low,medium,84.1,80.2,53.4,49.5,63.8
59,high,medium,medium,32.1,39.4,25.2,28.5,22.2
65,medium,high,high,7.8,14.5,4.7,6.4,8.7
150,high,medium,low,43.0,59.2,41.8,44.0,30.9
363,medium,low,low,63.6,71.7,51.1,49.3,47.3
397,high,low,high,82.6,60.9,34.6,33.8,59.6
729,low,high,medium,72.5,90.7,61.5,53.7,63.5
604,high,medium,medium,97.5,98.2,64.5,61.2,74.5
639,low,high,high,61.7,66.0,40.0,33.3,54.8
166,high,low,medium,54.9,50.9,33.0,35.0,37.4
510,medium,medium,high,71.2,62.6,36.7,33.1,56.5
339,low,high,high,25.7,33.6,18.4,15.3,26.0
205,medium,medium,medium,34.6,44.6,29.8,29.8,27.2
659,low,high,low,64.1,93.2,66.4,59.5,56.8
206,medium,high,low,24.7,54.7,39.8,39.9,22.3
426,high,high,high,66.1,64.0,36.7,35.6,52.4
300,low,high,low,21.0,54.4,40.6,38.0,22.3
612,high,medium,medium,98.4,99.1,65.1,61.7,75.3
689,medium,high,high,82.7,81.9,49.6,43.8,68.6
722,high,low,medium,100.0,100.0,73.0,68.3,90.8
297,low,medium,high,30.6,29.1,15.4,12.8,27.0
218,low,medium,high,21.2,20.5,9.7,8.1,19.4
573,high,medium,low,93.8,100.0,72.3,69.4,71.5
250,low,medium,low,25.0,49.0,37.0,35.0,22.5
543,low,low,medium,70.2,70.6,48.1,42.6,55.6
199,low,high,low,8.9,43.5,33.3,31.9,12.6
605,medium,low,high,92.6,72.8,43.6,38.8,70.6
344,high,low,low,76.3,80.2,55.8,55.6,54.5
593,high,high,low,86.2,100.0,73.7,70.6,68.4
543,high,low,medium,100.0,91.6,60.1,57.6,73.6
430,high,medium,medium,76.6,79.4,52.0,50.8,57.8
654,medium,low,high,98.5,78.1,47.1,41.7,75.3
231,high,medium,medium,52.7,57.9,37.6,38.9,38.7
336,medium,high,low,40.3,68.8,49.2,47.7,34.8
398,medium,low,high,67.8,50.5,28.7,26.4,50.7
573,medium,medium,medium,78.8,84.4,56.3,51.9,62.5
594,medium,low,high,91.3,71.7,42.8,38.1,69.5
220,medium,medium,high,36.4,31.3,15.8,15.7,28.6
605,high,low,medium,100.0,98.3,64.6,61.3,79.6
720,medium,low,low,100.0,100.0,76.8,70.7,81.6
593,high,high,low,86.2,100.0,73.7,70.6,68.4
146,medium,medium,low,27.5,48.3,35.5,36.3,21.5
412,medium,medium,medium,59.4,67.0,44.7,42.2,47.1
117,low,medium,high,9.0,9.6,2.4,2.0,9.7
186,high,low,high,57.3,38.1,19.4,21.2,39.4
423,medium,medium,medium,60.8,68.2,45.5,42.9,48.1
446,medium,medium,low,63.5,80.7,57.1,54.3,50.3
372,medium,high,high,44.6,47.7,26.8,24.8,38.2
212,low,low,high,30.4,19.9,9.3,7.7,23.9
49,medium,medium,low,15.9,37.8,28.5,30.4,12.2
251,high,medium,high,55.1,45.1,24.1,25.1,40.6
120,high,high,medium,29.4,46.0,29.6,32.2,23.0
443,high,low,high,88.2,65.8,37.9,36.6,64.0
463,medium,high,medium,55.6,72.5,48.3,45.3,46.9
320,medium,medium,high,48.4,42.1,23.0,21.7,38.2
412,high,medium,high,74.4,62.5,35.7,34.7,56.1
116,medium,medium,medium,23.9,35.0,23.4,24.5,18.6
563,medium,low,high,87.6,68.3,40.5,36.3,66.5
361,medium,low,medium,63.3,61.5,41.0,39.2,47.2
492,low,medium,high,54.0,50.1,29.4,24.5,45.7
279,high,medium,high,58.5,48.1,26.1,26.7,43.3
202,medium,high,high,24.2,29.3,14.5,14.6,21.9
528,medium,low,low,83.4,89.5,63.0,59.2,63.2
309,medium,low,medium,57.1,55.9,37.2,36.0,42.2
684,high,high,high,97.1,91.9,55.2,51.0,77.2
164,medium,high,low,19.7,50.2,36.8,37.3,18.2
319,high,medium,medium,63.3,67.5,44.0,44.1,47.1
664,medium,low,low,99.7,100.0,72.8,67.3,76.2
717,low,medium,low,81.0,99.4,70.6,63.0,67.3
464,medium,high,high,55.7,57.6,33.4,30.3,47.0
344,medium,low,low,61.3,69.7,49.8,48.1,45.5
484,high,low,medium,93.1,85.3,55.8,54.0,68.0
715,medium,medium,high,95.8,84.7,51.5,45.4,76.1
429,medium,high,high,51.5,53.8,30.9,28.2,43.7
99,high,medium,low,36.9,53.7,38.1,40.9,26.0
488,high,high,high,73.6,70.7,41.1,39.3,58.3
146,low,high,low,2.5,37.8,29.5,28.8,7.5
161,medium,medium,low,29.3,49.9,36.6,37.2,23.0
443,low,high,medium,38.2,59.8,40.9,36.6,36.0
42,high,low,low,40.0,47.5,34.0,37.5,25.5
183,low,high,medium,7.0,31.8,22.2,21.0,11.1
392,medium,medium,high,57.0,49.8,28.2,26.0,45.1
120,medium,medium,low,24.4,45.5,33.6,34.7,19.0
76,medium,low,medium,29.1,30.7,20.5,22.1,19.8
324,low,high,low,23.9,57.0,42.3,39.4,24.6
314,medium,medium,low,47.7,66.4,47.6,46.3,37.6
237,high,low,high,63.4,43.6,23.1,24.2,44.3
533,low,low,high,69.0,54.6,32.4,27.0,54.7
210,medium,high,medium,25.2,45.2,30.1,30.1,22.7
442,high,high,medium,68.0,80.7,52.8,51.5,53.9
56,medium,low,high,26.7,13.5,4.0,5.9,17.9
597,low,medium,high,66.6,61.5,37.0,30.8,55.8
117,low,medium,medium,9.0,24.6,17.4,17.0,9.7
701,high,low,low,100.0,100.0,81.5,77.1,88.8
400,medium,low,low,68.0,75.7,53.8,51.5,50.9
438,low,high,low,37.6,69.3,50.5,46.3,35.5
491,medium,low,high,78.9,60.5,35.4,32.0,59.6
556,medium,medium,medium,76.7,82.5,55.0,50.9,60.9
112,medium,high,low,13.4,44.6,33.1,34.2,13.3
545,medium,medium,low,75.4,91.4,64.2,60.2,59.8
394,low,low,low,52.3,64.6,47.4,43.6,41.3
459,high,high,medium,70.1,82.6,54.0,52.5,55.6
528,high,medium,high,88.4,75.0,44.0,41.7,67.2
605,medium,high,medium,72.6,87.8,58.6,53.8,60.6
273,medium,low,high,52.8,37.0,19.7,18.9,38.7
529,low,low,high,68.5,54.1,32.1,26.7,54.3
566,medium,high,high,67.9,68.6,40.8,36.5,56.8
512,low,low,high,66.4,52.3,30.9,25.7,52.7
196,high,low,high,58.5,39.2,20.1,21.8,40.3
565,high,medium,low,92.8,100.0,71.7,68.9,70.7
397,medium,high,low,47.6,75.4,53.6,51.3,40.6
522,high,high,medium,77.6,89.4,58.6,56.3,61.6
342,low,medium,high,36.0,33.9,18.6,15.5,31.3
203,medium,low,medium,44.4,44.4,29.6,29.7,32.0
659,medium,low,high,99.1,78.7,47.4,42.0,75.8
685,high,high,high,97.2,92.0,55.3,51.1,77.3
220,low,high,medium,11.4,35.8,24.8,23.2,14.6
223,low,high,low,11.8,46.1,35.1,33.4,14.9
581,low,high,low,54.7,84.7,60.8,54.9,49.3
219,low,medium,high,21.3,20.7,9.8,8.1,19.5
695,low,medium,medium,78.4,87.1,59.0,51.7,65.2
335,high,medium,low,65.2,79.2,55.1,55.1,48.7
467,medium,high,low,56.0,82.9,58.6,55.5,47.3
343,high,high,low,56.2,80.0,55.7,55.6,44.4
711,medium,low,low,100.0,100.0,76.2,70.2,80.8
270,low,medium,high,27.4,26.2,13.4,11.2,24.4
56,high,low,high,41.7,24.0,10.0,13.4,26.9
207,high,high,low,39.8,65.4,45.9,47.4,31.4
445,low,low,high,58.4,45.1,26.0,21.7,46.2
550,low,high,medium,51.0,71.4,48.6,43.0,46.3
469,medium,low,low,76.3,83.2,58.8,55.6,57.5
132,medium,low,high,35.8,21.8,9.5,10.4,25.2
555,medium,medium,high,76.6,67.4,40.0,35.8,60.8
53,medium,medium,high,16.4,13.2,3.8,5.7,12.6
89,medium,medium,low,20.7,42.1,31.4,32.8,16.0
516,medium,high,low,61.9,88.2,62.2,58.5,52.0
41,medium,high,medium,4.9,26.9,18.0,20.0,6.4
303,medium,high,medium,36.4,55.2,36.8,35.7,31.6
171,medium,medium,high,30.5,26.0,12.3,12.8,23.9
610,low,medium,medium,68.2,77.9,52.9,46.6,57.1
343,medium,medium,high,51.2,44.5,24.7,23.1,40.4
597,medium,low,high,91.6,72.0,43.0,38.3,69.8
574,high,high,high,83.9,80.0,47.3,44.4,66.6
196,medium,high,high,23.5,28.7,14.1,14.3,21.3
372,high,low,low,79.6,83.2,57.8,57.3,57.2
139,low,low,medium,21.7,27.0,19.0,18.3,16.8
496,low,high,medium,44.5,65.6,44.7,39.8,41.1
667,medium,medium,high,90.0,79.5,48.0,42.5,71.5
697,high,low,low,100.0,100.0,81.2,76.8,88.4
583,medium,medium,medium,80.0,85.5,57.0,52.5,63.5
312,low,high,low,22.4,55.7,41.5,38.7,23.5
256,low,high,medium,15.7,39.6,27.4,25.4,18.1
555,high,medium,medium,91.6,92.9,61.0,58.3,69.8
263,medium,high,low,31.6,60.9,43.9,43.3,27.7
197,high,high,medium,38.6,54.3,35.2,36.8,30.4
67,low,low,medium,13.0,19.2,13.8,14.0,9.9
401,high,low,low,83.1,86.3,59.9,59.1,60.0
91,low,high,high,0.0,6.8,0.6,0.5,2.2
127,low,high,medium,0.2,25.7,18.1,17.6,5.7
194,high,medium,medium,48.3,54.0,35.0,36.6,35.1
600,high,medium,low,97.0,100.0,74.2,71.0,74.1
602,high,medium,medium,97.2,98.0,64.3,61.1,74.3
